"SYMBOL","NAME OF COMPANY","SERIES","DATE OF LISTING","PAID UP VALUE","MARKET LOT","ISIN NUMBER","FACE VALUE","marketcap","price"
"CANDC","C & C Constructions Limited","BZ","26-FEB-2007","10","1","INE874H01015","10","4.20","1.65"
"CANFINHOME","Can Fin Homes Limited","EQ","10-MAY-1995","2","1","INE477A01020","2","5,579","419.00"
"CANTABIL","Cantabil Retail India Limited","EQ","12-OCT-2010","10","1","INE068L01016","10","431.44","264.20"
"CAPACITE","Capacit'e Infraprojects Limited","EQ","25-SEP-2017","10","1","INE264T01014","10","866.63","127.65"
"CAPLIPOINT","Caplin Point Laboratories Limited","EQ","23-JUN-2014","2","1","INE475E01026","2","2,424","320.50"
"CAPTRUST","Capital Trust Limited","EQ","16-JAN-2017","10","1","INE707C01018","10","120.01","73.35"
"CARBORUNIV","Carborundum Universal Limited","EQ","03-APR-1996","1","1","INE120A01034","1","5,576","294.50"
"CAREERP","Career Point Limited","EQ","06-OCT-2010","10","1","INE521J01018","10","232.21","127.85"
"CARERATING","CARE Ratings Limited","EQ","26-DEC-2012","10","1","INE752H01013","10","1,222","414.90"
"CASTEXTECH","Castex Technologies Limited","EQ","27-JUN-2005","2","1","INE068D01021","2","11.34","0.30"
"CASTROLIND","Castrol India Limited","EQ","14-MAR-2014","5","1","INE172A01027","5","13,442","135.90"
"CCCL","Consolidated Construction Consortium Limited","BE","15-OCT-2007","2","1","INE429I01024","2","7.97","0.20"
"CCHHL","Country Club Hospitality & Holidays Limited","EQ","03-FEB-2015","2","1","INE652F01027","2","35.96","2.20"
"CCL","CCL Products (India) Limited","EQ","07-JUN-2004","2","1","INE421D01022","2","2,788","209.55"
"CDSL","Central Depository Services (India) Limited","EQ","30-JUN-2017","10","1","INE736A01011","10","2,497","238.95"
"CEATLTD","CEAT Limited","EQ","01-FEB-2008","10","1","INE482A01020","10","3,852","952.40"
"CEBBCO","Commercial Engineers & Body Builders Co Limited","EQ","18-OCT-2010","10","1","INE209L01016","10","115.88","12.95"
"CELEBRITY","Celebrity Fashions Limited","EQ","12-JAN-2006","10","1","INE185H01016","10","21.50","4.50"
"CENTENKA","Century Enka Limited","EQ","10-MAY-1995","10","1","INE485A01015","10","314.97","144.15"
"CENTEXT","Century Extrusions Limited","EQ","20-JUL-2004","1","1","INE281A01026","1","17.60","2.20"
"CENTRALBK","Central Bank of India","EQ","21-AUG-2007","10","1","INE483A01010","10","7,851","13.75"
"CENTRUM","Centrum Capital Limited","EQ","04-APR-2018","1","1","INE660C01027","1","661.49","15.90"
"CENTUM","Centum Electronics Limited","EQ","05-OCT-2007","10","1","INE320B01020","10","379.65","294.65"
"CENTURYPLY","Century Plyboards (India) Limited","EQ","23-MAR-2006","1","1","INE348B01021","1","3,278","147.55"
"CENTURYTEX","Century Textiles & Industries Limited","EQ","27-JUN-2003","10","1","INE055A01016","10","5,418","485.10"
"CERA","Cera Sanitaryware Limited","EQ","02-NOV-2007","5","1","INE739E01017","5","3,095","2,380"
"CEREBRAINT","Cerebra Integrated Technologies Limited","BE","26-JUN-2013","10","1","INE345B01019","10","339.93","28.05"
"CESC","CESC Limited","EQ","08-FEB-1995","10","1","INE486A01013","10","7,505","566.15"
"CESCVENT","CESC Ventures Limited","EQ","25-JAN-2019","10","1","INE425Y01011","10","534.34","201.55"
"CGCL","Capri Global Capital Limited","EQ","29-OCT-2010","2","1","INE180C01026","2","3,638","207.75"
"CGPOWER","CG Power and Industrial Solutions Limited","EQ","01-MAR-1995","2","1","INE067A01029","2","329.04","5.25"
"CHALET","Chalet Hotels Limited","EQ","07-FEB-2019","10","1","INE427F01016","10","5,732","279.60"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","EQ","14-JUN-1995","10","1","INE085A01013","10","5,737","137.85"
"CHEMBOND","Chembond Chemicals Ltd","EQ","20-NOV-2019","5","1","INE995D01025","5","248.79","185.00"
"CHEMFAB","Chemfab Alkalis Limited","EQ","25-APR-2018","10","1","INE783X01023","10","211.32","151.65"
"CHENNPETRO","Chennai Petroleum Corporation Limited","EQ","07-JUN-2000","10","1","INE178A01016","10","1,325","89.00"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","EQ","15-MAY-1996","2","1","INE121A01024","2","21,232","262.10"
"CHOLAHLDNG","Cholamandalam Financial Holdings Limited","EQ","25-SEP-2017","1","1","INE149A01033","1","9,150","487.45"
"CHROMATIC","Chromatic India Limited","EQ","29-MAY-2012","10","1","INE662C01015","10","3.55","0.50"
"CIGNITITEC","Cigniti Technologies Limited","EQ","13-OCT-2014","10","1","INE675C01017","10","715.86","258.30"
"CIMMCO","Cimmco Limited","EQ","08-SEP-2011","10","1","INE184C01028","10","43.89","16.05"
"CINELINE","Cineline India Limited","EQ","13-JUN-2012","5","1","INE704H01022","5","69.72","24.90"
"CINEVISTA","Cinevista Limited","EQ","02-MAY-2000","2","1","INE039B01026","2","28.44","4.95"
"CIPLA","Cipla Limited","EQ","08-FEB-1995","2","1","INE059A01026","2","33,628","417.10"
"CKFSL","Cox & Kings Financial Service Limited","BE","11-APR-2019","10","1","INE391Z01012","10","2.55","0.35"
"CLEDUCATE","CL Educate Limited","EQ","31-MAR-2017","10","1","INE201M01011","10","68.63","48.45"
"CLNINDIA","Clariant Chemicals (India) Limited","EQ","14-JUN-1995","10","1","INE492A01029","10","720.61","312.20"
"CMICABLES","CMI Limited","EQ","29-NOV-2016","10","1","INE981B01011","10","35.46","23.60"
"CNOVAPETRO","CIL Nova Petrochemicals Limited","BE","01-JAN-2014","10","1","INE672K01025","10","13.96","5.15"
"COALINDIA","Coal India Limited","EQ","04-NOV-2010","10","1","INE522F01014","10","103,534","168.00"
"COCHINSHIP","Cochin Shipyard Limited","EQ","11-AUG-2017","10","1","INE704P01017","10","3,809","289.60"
"COLPAL","Colgate Palmolive (India) Limited","EQ","17-DEC-2007","1","1","INE259A01022","1","34,002","1,250"
"COMPINFO","Compuage Infocom Limited","EQ","07-JUL-2016","2","1","INE070C01037","2","67.25","10.35"
"COMPUSOFT","Compucom Software Limited","EQ","02-MAR-2012","2","1","INE453B01029","2","28.89","3.65"
"CONCOR","Container Corporation of India Limited","EQ","07-MAY-1997","5","1","INE111A01025","5","24,046","394.65"
"CONFIPET","Confidence Petroleum India Limited","EQ","13-JUN-2019","1","1","INE552D01024","1","640.77","23.40"
"CONSOFINVT","Consolidated Finvest & Holdings Limited","EQ","29-MAR-2005","10","1","INE025A01027","10","95.70","29.60"
"CONTROLPR","Control Print Limited","EQ","24-JUN-2016","10","1","INE663B01015","10","395.80","242.35"
"CORALFINAC","Coral India Finance & Housing Limited","EQ","25-MAR-1996","2","100","INE558D01021","2","67.84","13.60"
"CORDSCABLE","Cords Cable Industries Limited","EQ","13-FEB-2008","10","1","INE792I01017","10","45.12","34.90"
"COROMANDEL","Coromandel International Limited","EQ","31-MAY-1995","1","1","INE169A01031","1","18,222","622.10"
"CORPBANK","Corporation Bank","EQ","01-DEC-1997","2","1","INE112A01023","2","7,163","11.95"
"COSMOFILMS","Cosmo Films Limited","EQ","25-MAY-1995","10","1","INE757A01017","10","527.41","271.30"
"COUNCODOS","Country Condo's Limited","EQ","22-JAN-2009","1","1","INE695B01025","1","11.25","1.45"
"COX&KINGS","Cox & Kings Limited","BZ","11-DEC-2009","5","1","INE008I01026","5","11.48","0.65"
"CREATIVE","Creative Peripherals and Distribution Limited","EQ","05-AUG-2019","10","1","INE985W01018","10","121.51","104.75"
"CREATIVEYE","Creative Eye Limited","EQ","20-DEC-2000","5","1","INE230B01021","5","2.15","1.07"
"CREDITACC","CREDITACCESS GRAMEEN LIMITED","EQ","23-AUG-2018","10","1","INE741K01010","10","11,988","832.85"
"CREST","Crest Ventures Limited","EQ","27-DEC-2006","10","1","INE559D01011","10","220.34","77.45"
"CRISIL","CRISIL Limited","EQ","28-JUN-1995","1","1","INE007A01025","1","10,415","1,437"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","EQ","13-MAY-2016","2","1","INE299U01018","2","15,928","253.95"
"CSBBANK","CSB Bank Limited","EQ","04-DEC-2019","10","1","INE679A01013","10","2,493","143.70"
"CTE","Cambridge Technology Enterprises Limited","EQ","07-FEB-2007","10","1","INE627H01017","10","24.64","12.55"
"CUB","City Union Bank Limited","EQ","25-AUG-1998","1","1","INE491A01021","1","14,893","202.40"
"CUBEXTUB","Cubex Tubings Limited","BE","24-APR-1996","10","1","INE144D01012","10","17.68","12.35"
"CUMMINSIND","Cummins India Limited","EQ","29-MAR-1995","2","1","INE298A01020","2","13,245","477.80"
"CUPID","Cupid Limited","EQ","16-SEP-2016","10","1","INE509F01011","10","240.22","180.10"
"CYBERTECH","Cybertech Systems And Software Limited","EQ","27-JAN-1999","10","1","INE214A01019","10","100.57","36.55"
"CYIENT","Cyient Limited","EQ","30-SEP-1998","5","1","INE136B01020","5","4,215","383.30"
"DAAWAT","LT Foods Limited","EQ","18-DEC-2006","1","1","INE818H01020","1","641.29","20.05"
"DABUR","Dabur India Limited","EQ","28-APR-1999","1","1","INE016A01026","1","86,233","488.00"
"DALBHARAT","Dalmia Bharat Limited","EQ","22-JAN-2019","2","1","INE00R701025","2","14,025","726.85"
"DALMIASUG","Dalmia Bharat Sugar and Industries Limited","EQ","17-JAN-1996","2","1","INE495A01022","2","569.89","70.40"
"DAMODARIND","Damodar Industries Limited","EQ","04-JUL-2016","5","1","INE497D01022","5","51.85","23.30"
"DATAMATICS","Datamatics Global Services Limited","EQ","07-MAY-2004","5","1","INE365B01017","5","267.34","45.35"
"DBCORP","D.B.Corp Limited","EQ","06-JAN-2010","10","1","INE950I01011","10","1,751","100.10"
"DBL","Dilip Buildcon Limited","EQ","11-AUG-2016","10","1","INE917M01012","10","4,484","327.85"
"DBREALTY","D B Realty Limited","EQ","24-FEB-2010","10","1","INE879I01012","10","181.23","7.45"
"DBSTOCKBRO","DB (International) Stock Brokers Limited","EQ","29-FEB-2012","2","1","INE921B01025","2","24.50","7.00"
"DCAL","Dishman Carbogen Amcis Limited","EQ","21-SEP-2017","2","1","INE385W01011","2","1,118","69.25"
"DCBBANK","DCB Bank Limited","EQ","27-OCT-2006","10","1","INE503A01015","10","4,709","151.75"
"DCM","DCM  Limited","EQ","29-MAR-1995","10","1","INE498A01018","10","34.74","18.60"
"DCMFINSERV","DCM Financial Services Limited","EQ","21-MAY-1997","10","1","INE891B01012","10","1.55","0.70"
"DCMNVL","DCM Nouvelle Limited","EQ","16-JUL-2019","10","1","INE08KP01019","10","57.90","31.00"
"DCMSHRIRAM","DCM Shriram Limited","EQ","12-APR-1995","2","1","INE499A01024","2","4,839","304.55"
"DCW","DCW Limited","EQ","25-MAY-1995","2","1","INE500A01029","2","330.20","12.65"
"DECCANCE","Deccan Cements Limited","EQ","02-AUG-2007","5","1","INE583C01021","5","370.78","264.70"
"DEEPAKFERT","Deepak Fertilizers and Petrochemicals Corporation Limited","EQ","17-JAN-2003","10","1","INE501A01019","10","736.60","82.50"
"DEEPAKNTR","Deepak Nitrite Limited","EQ","29-SEP-2010","2","1","INE288B01029","2","6,481","475.20"
"DEEPIND","Deep Industries Limited","EQ","09-MAR-2010","10","1","INE677H01012","10","200.64","62.70"
"DELTACORP","Delta Corp Limited","EQ","02-NOV-2007","1","1","INE124G01033","1","3,100","114.40"
"DELTAMAGNT","Delta Manufacturing Limited","EQ","18-OCT-1995","10","1","INE393A01011","10","16.63","25.70"
"DEN","Den Networks Limited","EQ","24-NOV-2009","10","1","INE947J01015","10","1,947","40.80"
"DENORA","De Nora India Limited","EQ","07-AUG-1997","10","1","INE244A01016","10","111.75","210.45"
"DFMFOODS","DFM Foods Limited","EQ","29-DEC-2016","2","1","INE456C01020","2","1,305","260.50"
"DGCONTENT","Digicontent Limited","EQ","18-JUN-2019","2","1","INE03JI01017","2","26.18","4.50"
"DHAMPURSUG","Dhampur Sugar Mills Limited","EQ","29-MAR-1995","10","1","INE041A01016","10","833.16","125.50"
"DHANBANK","Dhanlaxmi Bank Limited","EQ","01-APR-2004","10","1","INE680A01011","10","294.76","11.65"
"DHANUKA","Dhanuka Agritech Limited","EQ","29-JUN-2011","2","1","INE435G01025","2","1,962","412.45"
"DHARSUGAR","Dharani Sugars & Chemicals Limited","EQ","22-MAY-1996","10","1","INE988C01014","10","20.42","6.15"
"DHFL","Dewan Housing Finance Corporation Limited","EQ","01-OCT-2002","10","1","INE202B01012","10","462.89","14.75"
"DHUNINV","Dhunseri Investments Limited","EQ","18-MAR-2011","10","1","INE320L01011","10","100.69","165.15"
"DIAMONDYD","Prataap Snacks Limited","EQ","05-OCT-2017","5","1","INE393P01035","5","1,526","650.55"
"DIAPOWER","Diamond Power Infra Ltd","BZ","29-SEP-2010","10","1","INE989C01012","10","9.44","0.35"
"DICIND","DIC India Limited","EQ","30-AUG-1995","10","1","INE303A01010","10","309.19","336.85"
"DIGISPICE","DiGiSPICE Technologies Limited","EQ","27-MAY-2008","3","1","INE927C01020","3","94.58","4.15"
"DIGJAMLTD","Digjam Limited","BZ","13-JUL-2016","10","1","INE731U01010","10","9.20","1.05"
"DISHTV","Dish TV India Limited","EQ","18-APR-2007","1","1","INE836F01026","1","1,160","6.30"
"DIVISLAB","Divi's Laboratories Limited","EQ","12-MAR-2003","2","1","INE361B01024","2","57,055","2,149"
"DIXON","Dixon Technologies (India) Limited","EQ","18-SEP-2017","10","1","INE935N01012","10","4,971","4,297"
"DLF","DLF Limited","EQ","05-JUL-2007","2","1","INE271C01023","2","44,172","178.45"
"DLINKINDIA","D-Link (India) Limited","EQ","18-DEC-2009","2","1","INE250K01012","2","269.13","75.80"
"DMART","Avenue Supermarts Limited","BE","21-MAR-2017","10","1","INE192R01011","10","136,677","2,110"
"DNAMEDIA","Diligent Media Corporation Limited","EQ","11-DEC-2017","1","1","INE016M01021","1","3.53","0.30"
"DOLAT","Dolat Investments Limited","EQ","19-AUG-2019","1","1","INE966A01022","1","777.04","44.15"
"DOLLAR","Dollar Industries Limited","EQ","21-APR-2017","2","1","INE325C01035","2","823.80","145.25"
"DONEAR","Donear Industries Limited","EQ","20-DEC-2006","2","1","INE668D01028","2","135.20","26.00"
"DPSCLTD","DPSC Limited","EQ","21-APR-2008","1","1","INE360C01024","1","564.80","5.80"
"DPWIRES","D P Wires Limited","EQ","17-JAN-2020","10","1","INE864X01013","10","87.38","64.40"
"DQE","DQ Entertainment (International) Limited","EQ","20-JUN-2011","10","1","INE656K01010","10","12.29","1.55"
"DREDGECORP","Dredging Corporation of India Limited","EQ","15-JAN-2004","10","1","INE506A01018","10","620.90","221.75"
"DRREDDY","Dr. Reddy's Laboratories Limited","EQ","30-MAY-2003","5","1","INE089A01023","5","49,859","3,001"
"DSSL","Dynacons Systems & Solutions Limited","EQ","01-DEC-2011","10","1","INE417B01040","10","18.80","20.50"
"DTIL","Dhunseri Tea & Industries Limited","EQ","20-JAN-2015","10","1","INE341R01014","10","93.52","133.50"
"DUCON","Ducon Infratechnologies Limited","BE","09-OCT-2012","1","1","INE741L01018","1","42.92","4.10"
"DVL","Dhunseri Ventures Limited","EQ","11-JAN-2008","10","1","INE477B01010","10","194.54","55.55"
"DWARKESH","Dwarikesh Sugar Industries Limited","EQ","31-DEC-2004","1","1","INE366A01041","1","392.61","20.85"
"DYNAMATECH","Dynamatic Technologies Limited","EQ","14-SEP-2006","10","1","INE221B01012","10","460.55","726.25"
"DYNPRO","Dynemic Products Limited","EQ","19-JUL-2017","10","1","INE256H01015","10","155.88","137.60"
"EASTSILK","Eastern Silk Industries Limited","EQ","03-JUL-1996","2","1","INE962C01027","2","6.32","0.80"
"EASUNREYRL","Easun Reyrolle Limited","BZ","23-JUL-1997","2","1","INE268C01029","2","5.39","1.75"
"ECLERX","eClerx Services Limited","EQ","31-DEC-2007","10","1","INE738I01010","10","1,832","495.30"
"EDELWEISS","Edelweiss Financial Services Limited","EQ","12-DEC-2007","1","1","INE532F01054","1","6,368","68.15"
"EDL","Empee Distilleries Limited","BZ","26-NOV-2007","10","1","INE180G01019","10","6.05","3.00"
"EDUCOMP","Educomp Solutions Limited","BZ","13-JAN-2006","2","1","INE216H01027","2","11.02","0.90"
"EICHERMOT","Eicher Motors Limited","EQ","07-SEP-2004","10","1","INE066A01013","10","48,477","17,754"
"EIDPARRY","EID Parry India Limited","EQ","10-MAY-1995","1","1","INE126A01031","1","3,041","171.80"
"EIHAHOTELS","EIH Associated Hotels Limited","EQ","08-APR-2008","10","1","INE276C01014","10","732.35","240.35"
"EIHOTEL","EIH Limited","EQ","08-FEB-1995","2","1","INE230A01023","2","6,787","118.75"
"EIMCOELECO","Eimco Elecon (India) Limited","EQ","17-APR-1996","10","1","INE158B01016","10","150.14","260.20"
"EKC","Everest Kanto Cylinder Limited","EQ","15-DEC-2005","2","1","INE184H01027","2","202.53","18.05"
"ELECON","Elecon Engineering Company Limited","EQ","29-SEP-2006","2","1","INE205B01023","2","295.65","26.35"
"ELECTCAST","Electrosteel Castings Limited","EQ","20-JUN-2003","1","1","INE086A01029","1","493.57","11.40"
"ELECTHERM","Electrotherm (India) Limited","EQ","20-AUG-2007","10","1","INE822G01016","10","137.94","108.25"
"ELGIEQUIP","Elgi Equipments Limited","EQ","22-NOV-1995","1","1","INE285A01027","1","3,036","191.60"
"ELGIRUBCO","Elgi Rubber Company Limited","EQ","10-AUG-2011","1","1","INE819L01012","1","70.14","14.00"
"EMAMILTD","Emami Limited","EQ","03-AUG-2006","1","1","INE548C01032","1","10,216","225.05"
"EMAMIPAP","Emami Paper Mills Limited","EQ","30-MAY-2019","2","1","INE830C01026","2","452.54","74.80"
"EMAMIREAL","Emami Realty Limited","EQ","28-JUL-2010","2","1","INE778K01012","2","100.16","35.85"
"EMCO","Emco Limited","BZ","15-DEC-2005","2","1","INE078A01026","2","4.07","0.60"
"EMKAY","Emkay Global Financial Services Limited","EQ","28-APR-2006","10","1","INE296H01011","10","103.40","42.00"
"EMMBI","Emmbi Industries Limited","EQ","24-FEB-2010","10","1","INE753K01015","10","140.46","79.40"
"ENDURANCE","Endurance Technologies Limited","EQ","19-OCT-2016","10","1","INE913H01037","10","13,191","937.80"
"ENERGYDEV","Energy Development Company Limited","EQ","02-NOV-2007","10","1","INE306C01019","10","23.51","4.95"
"ENGINERSIN","Engineers India Limited","EQ","20-AUG-1997","5","1","INE510A01028","5","4,294","67.95"
"ENIL","Entertainment Network (India) Limited","EQ","15-FEB-2006","10","1","INE265F01028","10","927.66","194.60"
"EON","Eon Electric Limited","BZ","07-JUN-2012","5","1","INE076H01025","5","15.97","9.45"
"EQUITAS","Equitas Holdings Limited","EQ","21-APR-2016","10","1","INE988K01017","10","3,003","87.85"
"ERIS","Eris Lifesciences Limited","EQ","29-JUN-2017","1","1","INE406M01024","1","5,909","435.15"
"EROSMEDIA","Eros International Media Limited","EQ","06-OCT-2010","10","1","INE416L01017","10","100.41","10.50"
"ESABINDIA","Esab India Limited","EQ","01-NOV-1995","10","1","INE284A01012","10","2,124","1,380"
"ESCORTS","Escorts Limited","EQ","01-MAR-1995","10","1","INE042A01014","10","9,173","748.30"
"ESSARSHPNG","Essar Shipping Limited","EQ","15-NOV-2011","10","1","INE122M01019","10","123.15","5.95"
"ESSELPACK","Essel Propack Limited","EQ","11-FEB-2002","2","1","INE255A01020","2","5,489","174.00"
"ESTER","Ester Industries Limited","EQ","20-JUN-2011","5","1","INE778B01029","5","294.38","35.30"
"EUROCERA","Euro Ceramics Limited","BZ","09-MAR-2007","10","1","INE649H01011","10","0.84","0.25"
"EUROMULTI","Euro Multivision Limited","EQ","15-OCT-2009","10","1","INE063J01011","10","0.95","0.40"
"EUROTEXIND","Eurotex Industries and Exports Limited","EQ","31-JAN-1996","10","1","INE022C01012","10","7.00","8.00"
"EVEREADY","Eveready Industries India Limited","BE","27-APR-2005","5","1","INE128A01029","5","472.42","65.00"
"EVERESTIND","Everest Industries Limited","EQ","29-MAR-1995","10","1","INE295A01018","10","261.52","167.25"
"EXCEL","Excel Realty N Infra Limited","EQ","03-AUG-2009","10","1","INE688J01015","10","9.40","1.00"
"EXCELINDUS","Excel Industries Limited","EQ","16-JUN-2004","5","1","INE369A01029","5","712.63","566.90"
"EXIDEIND","Exide Industries Limited","EQ","17-JUN-2003","1","1","INE302A01020","1","13,009","153.05"
"EXPLEOSOL","Expleo Solutions Limited","EQ","26-OCT-2009","10","1","INE201K01015","10","235.91","230.10"
"FACT","Fertilizers and Chemicals Travancore Limited","EQ","12-APR-1995","10","1","INE188A01015","10","1,828","28.25"
"FAIRCHEM","Fairchem Speciality Limited","EQ","08-MAY-2015","10","1","INE959A01019","10","2,155","551.55"
"FCL","Fineotex Chemical Limited","EQ","15-JAN-2015","2","1","INE045J01026","2","235.40","21.15"
"FCONSUMER","Future Consumer Limited","EQ","04-JUL-2013","6","1","INE220J01025","6","2,776","14.45"
"FCSSOFT","FCS Software Solutions Limited","EQ","21-SEP-2005","1","1","INE512B01022","1","25.64","0.15"
"FDC","FDC Limited","EQ","07-AUG-1997","1","1","INE258B01022","1","3,899","228.05"
"FEDERALBNK","The Federal Bank  Limited","EQ","08-FEB-1995","2","1","INE171A01029","2","14,217","71.35"
"FEL","Future Enterprises Limited","EQ","05-NOV-2001","2","1","INE623B01027","2","1,168","23.70"
"FELDVR","Future Enterprises Limited","EQ","13-FEB-2009","2","1","IN9623B01058","2","89.97","22.85"
"FIEMIND","Fiem Industries Limited","EQ","19-OCT-2006","10","1","INE737H01014","10","465.66","353.85"
"FILATEX","Filatex India Limited","EQ","29-AUG-2011","2","1","INE816B01027","2","742.54","33.80"
"FINCABLES","Finolex Cables Limited","EQ","15-FEB-1995","2","1","INE235A01022","2","4,433","289.85"
"FINEORG","Fine Organic Industries Limited","EQ","02-JUL-2018","5","1","INE686Y01026","5","6,553","2,137"
"FINPIPE","Finolex Industries Limited","EQ","08-FEB-1995","10","1","INE183A01016","10","6,984","562.80"
"FLEXITUFF","Flexituff Ventures International Limited","EQ","19-OCT-2011","10","1","INE060J01017","10","10.95","4.40"
"FLFL","Future Lifestyle Fashions Limited","EQ","01-OCT-2013","2","1","INE452O01016","2","7,111","352.80"
"FLUOROCHEM","Gujarat Fluorochemicals Limited","EQ","16-OCT-2019","1","1","INE09N301011","1","4,881","444.30"
"FMGOETZE","Federal-Mogul Goetze (India) Limited.","EQ","08-FEB-1995","10","1","INE529A01010","10","2,733","491.30"
"FMNL","Future Market Networks Limited","EQ","31-DEC-2010","10","1","INE360L01017","10","97.25","16.90"
"FORCEMOT","FORCE MOTORS LTD","EQ","03-NOV-1994","10","1","INE451A01017","10","1,310","993.75"
"FORTIS","Fortis Healthcare Limited","EQ","09-MAY-2007","10","1","INE061F01013","10","10,939","144.90"
"FOSECOIND","Foseco India Limited","EQ","05-MAY-2003","10","1","INE519A01011","10","787.06","1,232"
"FRETAIL","Future Retail Limited","EQ","29-AUG-2016","2","1","INE752P01024","2","14,013","265.70"
"FSC","Future Supply Chain Solutions Limited","EQ","18-DEC-2017","10","1","INE935Q01015","10","1,558","355.00"
"FSL","Firstsource Solutions Limited","EQ","22-FEB-2007","10","1","INE684F01012","10","2,744","39.55"
"GABRIEL","Gabriel India Limited","EQ","20-APR-2005","1","1","INE524A01029","1","1,239","86.25"
"GAEL","Gujarat Ambuja Exports Limited","EQ","11-OCT-2000","2","1","INE036B01022","2","1,525","133.00"
"GAIL","GAIL (India) Limited","EQ","02-APR-1997","10","1","INE129A01019","10","40,817","90.50"
"GAL","Gyscoal Alloys Limited","EQ","27-OCT-2010","1","1","INE482J01021","1","26.91","1.70"
"GALAXYSURF","Galaxy Surfactants Limited","EQ","08-FEB-2018","10","1","INE600K01018","10","5,373","1,515"
"GALLANTT","Gallantt Metal Limited","EQ","04-APR-2006","10","1","INE297H01019","10","178.90","22.00"
"GALLISPAT","Gallantt Ispat Limited","EQ","11-OCT-2010","1","1","INE528K01029","1","581.66","20.60"
"GAMMNINFRA","Gammon Infrastructure Projects Limited","EQ","03-APR-2008","2","1","INE181G01025","2","23.55","0.25"
"GANDHITUBE","Gandhi Special Tubes Limited","EQ","31-JAN-2007","5","1","INE524B01027","5","269.03","208.25"
"GANECOS","Ganesha Ecosphere Limited","EQ","09-MAR-2015","10","1","INE845D01014","10","624.43","286.05"
"GANESHHOUC","Ganesh Housing Corporation Limited","EQ","02-MAR-2007","10","1","INE460C01014","10","125.53","25.50"
"GANGESSECU","Ganges Securities Limited","EQ","28-JUL-2017","10","1","INE335W01016","10","26.11","26.10"
"GARDENSILK","Garden Silk Mills Limited","BZ","01-APR-2003","10","1","INE526A01016","10","28.20","6.70"
"GARFIBRES","Garware Technical Fibres Limited","EQ","03-APR-2007","10","1","INE276A01018","10","3,152","1,440"
"GATI","GATI Limited","EQ","10-OCT-2006","2","1","INE152B01027","2","802.40","65.80"
"GAYAHWS","Gayatri Highways Limited","EQ","28-JUN-2018","2","1","INE287Z01012","2","5.99","0.25"
"GAYAPROJ","Gayatri Projects Limited","EQ","22-AUG-2011","2","1","INE336H01023","2","287.35","15.35"
"GBGLOBAL","GB Global Limited","EQ","04-JUN-2019","10","1","INE087J01028","10","1.43","4.30"
"GDL","Gateway Distriparks Limited","EQ","31-MAR-2005","10","1","INE852F01015","10","1,257","115.60"
"GEECEE","GeeCee Ventures Limited","EQ","04-OCT-2006","10","1","INE916G01016","10","134.99","64.55"
"GEEKAYWIRE","Geekay Wires Limited","EQ","06-MAR-2020","10","1","INE669X01016","10","34.16","41.00"
"GENESYS","Genesys International Corporation Limited","EQ","23-JAN-2003","5","1","INE727B01026","5","144.51","46.40"
"GENUSPAPER","Genus Paper & Boards Limited","EQ","16-FEB-2015","1","1","INE949P01018","1","111.85","4.35"
"GENUSPOWER","Genus Power Infrastructures Limited","EQ","08-JUL-2005","1","1","INE955D01029","1","541.74","21.05"
"GEOJITFSL","Geojit Financial Services Limited","EQ","01-JUL-2005","1","1","INE007B01023","1","530.22","22.25"
"GEPIL","GE Power India Limited","EQ","19-APR-2000","10","1","INE878A01011","10","4,347","646.55"
"GESHIP","The Great Eastern Shipping Company Limited","EQ","27-NOV-2006","10","1","INE017A01032","10","3,302","224.65"
"GET&D","GE T&D India Limited","EQ","30-JUN-2008","2","1","INE200A01026","2","2,960","115.60"
"GFLLIMITED","GFL Limited","EQ","25-MAY-1995","1","1","INE538A01037","1","1,153","104.95"
"GFSTEELS","Grand Foundry Limited","BE","22-JUL-2019","4","1","INE534A01028","4","6.39","2.10"
"GHCL","GHCL Limited","EQ","31-JUL-2003","10","1","INE539A01019","10","1,343","136.70"
"GICHSGFIN","GIC Housing Finance Limited","EQ","08-MAY-1996","10","1","INE289B01019","10","417.88","77.60"
"GICRE","General Insurance Corporation of India","EQ","25-OCT-2017","5","1","INE481Y01014","5","26,667","152.00"
"GILLANDERS","Gillanders Arbuthnot & Company Limited","EQ","14-DEC-2009","10","1","INE047B01011","10","54.95","25.75"
"GILLETTE","Gillette India Limited","EQ","30-JUL-2003","10","1","INE322A01010","10","18,456","5,663"
"GINNIFILA","Ginni Filaments Limited","EQ","10-MAY-1995","10","1","INE424C01010","10","56.87","8.05"
"GIPCL","Gujarat Industries Power Company Limited","EQ","08-FEB-1995","10","1","INE162A01010","10","905.99","59.90"
"GISOLUTION","GI Engineering Solutions Limited","EQ","30-JAN-2009","10","1","INE065J01016","10","1.77","2.05"
"GKWLIMITED","GKW Limited","EQ","20-JUL-2009","10","1","INE528A01020","10","334.80","560.80"
"GLAXO","GlaxoSmithKline Pharmaceuticals Limited","EQ","15-DEC-2000","10","1","INE159A01016","10","21,976","1,297"
"GLENMARK","Glenmark Pharmaceuticals Limited","EQ","07-FEB-2000","1","1","INE935A01035","1","7,306","258.90"
